"id","code","label","parentId","ontology","uri"
"urn:miriam:icd:S00.5","S00.5","Superficial injury of lip and oral cavity","urn:miriam:icd:S00","ICD-10","http://identifiers.org/icd/S00.5"
"urn:miriam:icd:S00.7","S00.7","Multiple superficial injuries of head","urn:miriam:icd:S00","ICD-10","http://identifiers.org/icd/S00.7"
"urn:miriam:icd:S00.8","S00.8","Superficial injury of other parts of head","urn:miriam:icd:S00","ICD-10","http://identifiers.org/icd/S00.8"
"urn:miriam:icd:S00.9","S00.9","Superficial injury of head, part unspecified","urn:miriam:icd:S00","ICD-10","http://identifiers.org/icd/S00.9"
"urn:miriam:icd:S01","S01","Open wound of head","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S01"
"urn:miriam:icd:S01.0","S01.0","Open wound of scalp","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.0"
"urn:miriam:icd:S01.1","S01.1","Open wound of eyelid and periocular area","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.1"
"urn:miriam:icd:S01.2","S01.2","Open wound of nose","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.2"
"urn:miriam:icd:S01.3","S01.3","Open wound of ear","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.3"
"urn:miriam:icd:S01.4","S01.4","Open wound of cheek and temporomandibular area","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.4"
"urn:miriam:icd:S01.5","S01.5","Open wound of lip and oral cavity","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.5"
"urn:miriam:icd:S01.7","S01.7","Multiple open wounds of head","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.7"
"urn:miriam:icd:S01.8","S01.8","Open wound of other parts of head","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.8"
"urn:miriam:icd:S01.9","S01.9","Open wound of head, part unspecified","urn:miriam:icd:S01","ICD-10","http://identifiers.org/icd/S01.9"
"urn:miriam:icd:S02","S02","Fracture of skull and facial bones","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S02"
"urn:miriam:icd:S02.0","S02.0","Fracture of vault of skull","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.0"
"urn:miriam:icd:S02.1","S02.1","Fracture of base of skull","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.1"
"urn:miriam:icd:S02.2","S02.2","Fracture of nasal bones","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.2"
"urn:miriam:icd:S02.3","S02.3","Fracture of orbital floor","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.3"
"urn:miriam:icd:S02.4","S02.4","Fracture of malar and maxillary bones","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.4"
"urn:miriam:icd:S02.5","S02.5","Fracture of tooth","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.5"
"urn:miriam:icd:S02.6","S02.6","Fracture of mandible","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.6"
"urn:miriam:icd:S02.7","S02.7","Multiple fractures involving skull and facial bones","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.7"
"urn:miriam:icd:S02.8","S02.8","Fractures of other skull and facial bones","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.8"
"urn:miriam:icd:S02.9","S02.9","Fracture of skull and facial bones, part unspecified","urn:miriam:icd:S02","ICD-10","http://identifiers.org/icd/S02.9"
"urn:miriam:icd:S03","S03","Dislocation, sprain and strain of joints and ligaments of head","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S03"
"urn:miriam:icd:S03.0","S03.0","Dislocation of jaw","urn:miriam:icd:S03","ICD-10","http://identifiers.org/icd/S03.0"
"urn:miriam:icd:S03.1","S03.1","Dislocation of septal cartilage of nose","urn:miriam:icd:S03","ICD-10","http://identifiers.org/icd/S03.1"
"urn:miriam:icd:S03.2","S03.2","Dislocation of tooth","urn:miriam:icd:S03","ICD-10","http://identifiers.org/icd/S03.2"
"urn:miriam:icd:S03.3","S03.3","Dislocation of other and unspecified parts of head","urn:miriam:icd:S03","ICD-10","http://identifiers.org/icd/S03.3"
"urn:miriam:icd:S03.4","S03.4","Sprain and strain of jaw","urn:miriam:icd:S03","ICD-10","http://identifiers.org/icd/S03.4"
"urn:miriam:icd:S03.5","S03.5","Sprain and strain of joints and ligaments of other and unspecified parts of head","urn:miriam:icd:S03","ICD-10","http://identifiers.org/icd/S03.5"
"urn:miriam:icd:S04","S04","Injury of cranial nerves","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S04"
"urn:miriam:icd:S04.0","S04.0","Injury of optic nerve and pathways","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.0"
"urn:miriam:icd:S04.1","S04.1","Injury of oculomotor nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.1"
"urn:miriam:icd:S04.2","S04.2","Injury of trochlear nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.2"
"urn:miriam:icd:S04.3","S04.3","Injury of trigeminal nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.3"
"urn:miriam:icd:S04.4","S04.4","Injury of abducent nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.4"
"urn:miriam:icd:S04.5","S04.5","Injury of facial nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.5"
"urn:miriam:icd:S04.6","S04.6","Injury of acoustic nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.6"
"urn:miriam:icd:S04.7","S04.7","Injury of accessory nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.7"
"urn:miriam:icd:S04.8","S04.8","Injury of other cranial nerves","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.8"
"urn:miriam:icd:S04.9","S04.9","Injury of unspecified cranial nerve","urn:miriam:icd:S04","ICD-10","http://identifiers.org/icd/S04.9"
"urn:miriam:icd:S05","S05","Injury of eye and orbit","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S05"
"urn:miriam:icd:S05.0","S05.0","Injury of conjunctiva and corneal abrasion without mention of foreign body","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.0"
"urn:miriam:icd:S05.1","S05.1","Contusion of eyeball and orbital tissues","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.1"
"urn:miriam:icd:S05.2","S05.2","Ocular laceration and rupture with prolapse or loss of intraocular tissue","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.2"
"urn:miriam:icd:S05.3","S05.3","Ocular laceration without prolapse or loss of intraocular tissue","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.3"
"urn:miriam:icd:S05.4","S05.4","Penetrating wound of orbit with or without foreign body","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.4"
"urn:miriam:icd:S05.5","S05.5","Penetrating wound of eyeball with foreign body","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.5"
"urn:miriam:icd:S05.6","S05.6","Penetrating wound of eyeball without foreign body","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.6"
"urn:miriam:icd:S05.7","S05.7","Avulsion of eye","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.7"
"urn:miriam:icd:S05.8","S05.8","Other injuries of eye and orbit","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.8"
"urn:miriam:icd:S05.9","S05.9","Injury of eye and orbit, unspecified","urn:miriam:icd:S05","ICD-10","http://identifiers.org/icd/S05.9"
"urn:miriam:icd:S06","S06","Intracranial injury","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S06"
"urn:miriam:icd:S06.0","S06.0","Concussion","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.0"
"urn:miriam:icd:S06.1","S06.1","Traumatic cerebral oedema","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.1"
"urn:miriam:icd:S06.2","S06.2","Diffuse brain injury","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.2"
"urn:miriam:icd:S06.3","S06.3","Focal brain injury","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.3"
"urn:miriam:icd:S06.4","S06.4","Epidural haemorrhage","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.4"
"urn:miriam:icd:S06.5","S06.5","Traumatic subdural haemorrhage","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.5"
"urn:miriam:icd:S06.6","S06.6","Traumatic subarachnoid haemorrhage","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.6"
"urn:miriam:icd:S06.7","S06.7","Intracranial injury with prolonged coma","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.7"
"urn:miriam:icd:S06.8","S06.8","Other intracranial injuries","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.8"
"urn:miriam:icd:S06.9","S06.9","Intracranial injury, unspecified","urn:miriam:icd:S06","ICD-10","http://identifiers.org/icd/S06.9"
"urn:miriam:icd:S07","S07","Crushing injury of head","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S07"
"urn:miriam:icd:S07.0","S07.0","Crushing injury of face","urn:miriam:icd:S07","ICD-10","http://identifiers.org/icd/S07.0"
"urn:miriam:icd:S07.1","S07.1","Crushing injury of skull","urn:miriam:icd:S07","ICD-10","http://identifiers.org/icd/S07.1"
"urn:miriam:icd:S07.8","S07.8","Crushing injury of other parts of head","urn:miriam:icd:S07","ICD-10","http://identifiers.org/icd/S07.8"
"urn:miriam:icd:S07.9","S07.9","Crushing injury of head, part unspecified","urn:miriam:icd:S07","ICD-10","http://identifiers.org/icd/S07.9"
"urn:miriam:icd:S08","S08","Traumatic amputation of part of head","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S08"
"urn:miriam:icd:S08.0","S08.0","Avulsion of scalp","urn:miriam:icd:S08","ICD-10","http://identifiers.org/icd/S08.0"
"urn:miriam:icd:S08.1","S08.1","Traumatic amputation of ear","urn:miriam:icd:S08","ICD-10","http://identifiers.org/icd/S08.1"
"urn:miriam:icd:S08.8","S08.8","Traumatic amputation of other parts of head","urn:miriam:icd:S08","ICD-10","http://identifiers.org/icd/S08.8"
"urn:miriam:icd:S08.9","S08.9","Traumatic amputation of unspecified part of head","urn:miriam:icd:S08","ICD-10","http://identifiers.org/icd/S08.9"
"urn:miriam:icd:S09","S09","Other and unspecified injuries of head","urn:miriam:icd:S00-S09","ICD-10","http://identifiers.org/icd/S09"
"urn:miriam:icd:S09.0","S09.0","Injury of blood vessels of head, not elsewhere classified","urn:miriam:icd:S09","ICD-10","http://identifiers.org/icd/S09.0"
"urn:miriam:icd:S09.1","S09.1","Injury of muscle and tendon of head","urn:miriam:icd:S09","ICD-10","http://identifiers.org/icd/S09.1"
"urn:miriam:icd:S09.2","S09.2","Traumatic rupture of ear drum","urn:miriam:icd:S09","ICD-10","http://identifiers.org/icd/S09.2"
"urn:miriam:icd:S09.7","S09.7","Multiple injuries of head","urn:miriam:icd:S09","ICD-10","http://identifiers.org/icd/S09.7"
"urn:miriam:icd:S09.8","S09.8","Other specified injuries of head","urn:miriam:icd:S09","ICD-10","http://identifiers.org/icd/S09.8"
"urn:miriam:icd:S09.9","S09.9","Unspecified injury of head","urn:miriam:icd:S09","ICD-10","http://identifiers.org/icd/S09.9"
"urn:miriam:icd:S10-S19","S10-S19","Injuries to the neck","urn:miriam:icd:XIX","ICD-10",""
"urn:miriam:icd:S10","S10","Superficial injury of neck","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S10"
"urn:miriam:icd:S10.0","S10.0","Contusion of throat","urn:miriam:icd:S10","ICD-10","http://identifiers.org/icd/S10.0"
"urn:miriam:icd:S10.1","S10.1","Other and unspecified superficial injuries of throat","urn:miriam:icd:S10","ICD-10","http://identifiers.org/icd/S10.1"
"urn:miriam:icd:S10.7","S10.7","Multiple superficial injuries of neck","urn:miriam:icd:S10","ICD-10","http://identifiers.org/icd/S10.7"
"urn:miriam:icd:S10.8","S10.8","Superficial injury of other parts of neck","urn:miriam:icd:S10","ICD-10","http://identifiers.org/icd/S10.8"
"urn:miriam:icd:S10.9","S10.9","Superficial injury of neck, part unspecified","urn:miriam:icd:S10","ICD-10","http://identifiers.org/icd/S10.9"
"urn:miriam:icd:S11","S11","Open wound of neck","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S11"
"urn:miriam:icd:S11.0","S11.0","Open wound involving larynx and trachea","urn:miriam:icd:S11","ICD-10","http://identifiers.org/icd/S11.0"
"urn:miriam:icd:S11.1","S11.1","Open wound involving thyroid gland","urn:miriam:icd:S11","ICD-10","http://identifiers.org/icd/S11.1"
"urn:miriam:icd:S11.2","S11.2","Open wound involving pharynx and cervical oesophagus","urn:miriam:icd:S11","ICD-10","http://identifiers.org/icd/S11.2"
"urn:miriam:icd:S11.7","S11.7","Multiple open wounds of neck","urn:miriam:icd:S11","ICD-10","http://identifiers.org/icd/S11.7"
"urn:miriam:icd:S11.8","S11.8","Open wound of other parts of neck","urn:miriam:icd:S11","ICD-10","http://identifiers.org/icd/S11.8"
"urn:miriam:icd:S11.9","S11.9","Open wound of neck, part unspecified","urn:miriam:icd:S11","ICD-10","http://identifiers.org/icd/S11.9"
"urn:miriam:icd:S12","S12","Fracture of neck","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S12"
"urn:miriam:icd:S12.0","S12.0","Fracture of first cervical vertebra","urn:miriam:icd:S12","ICD-10","http://identifiers.org/icd/S12.0"
"urn:miriam:icd:S12.1","S12.1","Fracture of second cervical vertebra","urn:miriam:icd:S12","ICD-10","http://identifiers.org/icd/S12.1"
"urn:miriam:icd:S12.2","S12.2","Fracture of other specified cervical vertebra","urn:miriam:icd:S12","ICD-10","http://identifiers.org/icd/S12.2"
"urn:miriam:icd:S12.7","S12.7","Multiple fractures of cervical spine","urn:miriam:icd:S12","ICD-10","http://identifiers.org/icd/S12.7"
"urn:miriam:icd:S12.8","S12.8","Fracture of other parts of neck","urn:miriam:icd:S12","ICD-10","http://identifiers.org/icd/S12.8"
"urn:miriam:icd:S12.9","S12.9","Fracture of neck, part unspecified","urn:miriam:icd:S12","ICD-10","http://identifiers.org/icd/S12.9"
"urn:miriam:icd:S13","S13","Dislocation, sprain and strain of joints and ligaments at neck level","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S13"
"urn:miriam:icd:S13.0","S13.0","Traumatic rupture of cervical intervertebral disc","urn:miriam:icd:S13","ICD-10","http://identifiers.org/icd/S13.0"
"urn:miriam:icd:S13.1","S13.1","Dislocation of cervical vertebra","urn:miriam:icd:S13","ICD-10","http://identifiers.org/icd/S13.1"
"urn:miriam:icd:S13.2","S13.2","Dislocation of other and unspecified parts of neck","urn:miriam:icd:S13","ICD-10","http://identifiers.org/icd/S13.2"
"urn:miriam:icd:S13.3","S13.3","Multiple dislocations of neck","urn:miriam:icd:S13","ICD-10","http://identifiers.org/icd/S13.3"
"urn:miriam:icd:S13.4","S13.4","Sprain and strain of cervical spine","urn:miriam:icd:S13","ICD-10","http://identifiers.org/icd/S13.4"
"urn:miriam:icd:S13.5","S13.5","Sprain and strain of thyroid region","urn:miriam:icd:S13","ICD-10","http://identifiers.org/icd/S13.5"
"urn:miriam:icd:S13.6","S13.6","Sprain and strain of joints and ligaments of other and unspecified parts of neck","urn:miriam:icd:S13","ICD-10","http://identifiers.org/icd/S13.6"
"urn:miriam:icd:S14","S14","Injury of nerves and spinal cord at neck level","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S14"
"urn:miriam:icd:S14.0","S14.0","Concussion and oedema of cervical spinal cord","urn:miriam:icd:S14","ICD-10","http://identifiers.org/icd/S14.0"
"urn:miriam:icd:S14.1","S14.1","Other and unspecified injuries of cervical spinal cord","urn:miriam:icd:S14","ICD-10","http://identifiers.org/icd/S14.1"
"urn:miriam:icd:S14.2","S14.2","Injury of nerve root of cervical spine","urn:miriam:icd:S14","ICD-10","http://identifiers.org/icd/S14.2"
"urn:miriam:icd:S14.3","S14.3","Injury of brachial plexus","urn:miriam:icd:S14","ICD-10","http://identifiers.org/icd/S14.3"
"urn:miriam:icd:S14.4","S14.4","Injury of peripheral nerves of neck","urn:miriam:icd:S14","ICD-10","http://identifiers.org/icd/S14.4"
"urn:miriam:icd:S14.5","S14.5","Injury of cervical sympathetic nerves","urn:miriam:icd:S14","ICD-10","http://identifiers.org/icd/S14.5"
"urn:miriam:icd:S14.6","S14.6","Injury of other and unspecified nerves of neck","urn:miriam:icd:S14","ICD-10","http://identifiers.org/icd/S14.6"
"urn:miriam:icd:S15","S15","Injury of blood vessels at neck level","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S15"
"urn:miriam:icd:S15.0","S15.0","Injury of carotid artery","urn:miriam:icd:S15","ICD-10","http://identifiers.org/icd/S15.0"
"urn:miriam:icd:S15.1","S15.1","Injury of vertebral artery","urn:miriam:icd:S15","ICD-10","http://identifiers.org/icd/S15.1"
"urn:miriam:icd:S15.2","S15.2","Injury of external jugular vein","urn:miriam:icd:S15","ICD-10","http://identifiers.org/icd/S15.2"
"urn:miriam:icd:S15.3","S15.3","Injury of internal jugular vein","urn:miriam:icd:S15","ICD-10","http://identifiers.org/icd/S15.3"
"urn:miriam:icd:S15.7","S15.7","Injury of multiple blood vessels at neck level","urn:miriam:icd:S15","ICD-10","http://identifiers.org/icd/S15.7"
"urn:miriam:icd:S15.8","S15.8","Injury of other blood vessels at neck level","urn:miriam:icd:S15","ICD-10","http://identifiers.org/icd/S15.8"
"urn:miriam:icd:S15.9","S15.9","Injury of unspecified blood vessel at neck level","urn:miriam:icd:S15","ICD-10","http://identifiers.org/icd/S15.9"
"urn:miriam:icd:S16","S16","Injury of muscle and tendon at neck level","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S16"
"urn:miriam:icd:S17","S17","Crushing injury of neck","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S17"
"urn:miriam:icd:S17.0","S17.0","Crushing injury of larynx and trachea","urn:miriam:icd:S17","ICD-10","http://identifiers.org/icd/S17.0"
"urn:miriam:icd:S17.8","S17.8","Crushing injury of other parts of neck","urn:miriam:icd:S17","ICD-10","http://identifiers.org/icd/S17.8"
"urn:miriam:icd:S17.9","S17.9","Crushing injury of neck, part unspecified","urn:miriam:icd:S17","ICD-10","http://identifiers.org/icd/S17.9"
"urn:miriam:icd:S18","S18","Traumatic amputation at neck level","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S18"
"urn:miriam:icd:S19","S19","Other and unspecified injuries of neck","urn:miriam:icd:S10-S19","ICD-10","http://identifiers.org/icd/S19"
"urn:miriam:icd:S19.7","S19.7","Multiple injuries of neck","urn:miriam:icd:S19","ICD-10","http://identifiers.org/icd/S19.7"
"urn:miriam:icd:S19.8","S19.8","Other specified injuries of neck","urn:miriam:icd:S19","ICD-10","http://identifiers.org/icd/S19.8"
"urn:miriam:icd:S19.9","S19.9","Unspecified injury of neck","urn:miriam:icd:S19","ICD-10","http://identifiers.org/icd/S19.9"
"urn:miriam:icd:S20-S29","S20-S29","Injuries to the thorax","urn:miriam:icd:XIX","ICD-10",""
"urn:miriam:icd:S20","S20","Superficial injury of thorax","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S20"
"urn:miriam:icd:S20.0","S20.0","Contusion of breast","urn:miriam:icd:S20","ICD-10","http://identifiers.org/icd/S20.0"
"urn:miriam:icd:S20.1","S20.1","Other and unspecified superficial injuries of breast","urn:miriam:icd:S20","ICD-10","http://identifiers.org/icd/S20.1"
"urn:miriam:icd:S20.2","S20.2","Contusion of thorax","urn:miriam:icd:S20","ICD-10","http://identifiers.org/icd/S20.2"
"urn:miriam:icd:S20.3","S20.3","Other superficial injuries of front wall of thorax","urn:miriam:icd:S20","ICD-10","http://identifiers.org/icd/S20.3"
"urn:miriam:icd:S20.4","S20.4","Other superficial injuries of back wall of thorax","urn:miriam:icd:S20","ICD-10","http://identifiers.org/icd/S20.4"
"urn:miriam:icd:S20.7","S20.7","Multiple superficial injuries of thorax","urn:miriam:icd:S20","ICD-10","http://identifiers.org/icd/S20.7"
"urn:miriam:icd:S20.8","S20.8","Superficial injury of other and unspecified parts of thorax","urn:miriam:icd:S20","ICD-10","http://identifiers.org/icd/S20.8"
"urn:miriam:icd:S21","S21","Open wound of thorax","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S21"
"urn:miriam:icd:S21.0","S21.0","Open wound of breast","urn:miriam:icd:S21","ICD-10","http://identifiers.org/icd/S21.0"
"urn:miriam:icd:S21.1","S21.1","Open wound of front wall of thorax","urn:miriam:icd:S21","ICD-10","http://identifiers.org/icd/S21.1"
"urn:miriam:icd:S21.2","S21.2","Open wound of back wall of thorax","urn:miriam:icd:S21","ICD-10","http://identifiers.org/icd/S21.2"
"urn:miriam:icd:S21.7","S21.7","Multiple open wounds of thoracic wall","urn:miriam:icd:S21","ICD-10","http://identifiers.org/icd/S21.7"
"urn:miriam:icd:S21.8","S21.8","Open wound of other parts of thorax","urn:miriam:icd:S21","ICD-10","http://identifiers.org/icd/S21.8"
"urn:miriam:icd:S21.9","S21.9","Open wound of thorax, part unspecified","urn:miriam:icd:S21","ICD-10","http://identifiers.org/icd/S21.9"
"urn:miriam:icd:S22","S22","Fracture of rib(s), sternum and thoracic spine","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S22"
"urn:miriam:icd:S22.0","S22.0","Fracture of thoracic vertebra","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.0"
"urn:miriam:icd:S22.1","S22.1","Multiple fractures of thoracic spine","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.1"
"urn:miriam:icd:S22.2","S22.2","Fracture of sternum","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.2"
"urn:miriam:icd:S22.3","S22.3","Fracture of rib","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.3"
"urn:miriam:icd:S22.4","S22.4","Multiple fractures of ribs","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.4"
"urn:miriam:icd:S22.5","S22.5","Flail chest","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.5"
"urn:miriam:icd:S22.8","S22.8","Fracture of other parts of bony thorax","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.8"
"urn:miriam:icd:S22.9","S22.9","Fracture of bony thorax, part unspecified","urn:miriam:icd:S22","ICD-10","http://identifiers.org/icd/S22.9"
"urn:miriam:icd:S23","S23","Dislocation, sprain and strain of joints and ligaments of thorax","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S23"
"urn:miriam:icd:S23.0","S23.0","Traumatic rupture of thoracic intervertebral disc","urn:miriam:icd:S23","ICD-10","http://identifiers.org/icd/S23.0"
"urn:miriam:icd:S23.1","S23.1","Dislocation of thoracic vertebra","urn:miriam:icd:S23","ICD-10","http://identifiers.org/icd/S23.1"
"urn:miriam:icd:S23.2","S23.2","Dislocation of other and unspecified parts of thorax","urn:miriam:icd:S23","ICD-10","http://identifiers.org/icd/S23.2"
"urn:miriam:icd:S23.3","S23.3","Sprain and strain of thoracic spine","urn:miriam:icd:S23","ICD-10","http://identifiers.org/icd/S23.3"
"urn:miriam:icd:S23.4","S23.4","Sprain and strain of ribs and sternum","urn:miriam:icd:S23","ICD-10","http://identifiers.org/icd/S23.4"
"urn:miriam:icd:S23.5","S23.5","Sprain and strain of other and unspecified parts of thorax","urn:miriam:icd:S23","ICD-10","http://identifiers.org/icd/S23.5"
"urn:miriam:icd:S24","S24","Injury of nerves and spinal cord at thorax level","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S24"
"urn:miriam:icd:S24.0","S24.0","Concussion and oedema of thoracic spinal cord","urn:miriam:icd:S24","ICD-10","http://identifiers.org/icd/S24.0"
"urn:miriam:icd:S24.1","S24.1","Other and unspecified injuries of thoracic spinal cord","urn:miriam:icd:S24","ICD-10","http://identifiers.org/icd/S24.1"
"urn:miriam:icd:S24.2","S24.2","Injury of nerve root of thoracic spine","urn:miriam:icd:S24","ICD-10","http://identifiers.org/icd/S24.2"
"urn:miriam:icd:S24.3","S24.3","Injury of peripheral nerves of thorax","urn:miriam:icd:S24","ICD-10","http://identifiers.org/icd/S24.3"
"urn:miriam:icd:S24.4","S24.4","Injury of thoracic sympathetic nerves","urn:miriam:icd:S24","ICD-10","http://identifiers.org/icd/S24.4"
"urn:miriam:icd:S24.5","S24.5","Injury of other nerves of thorax","urn:miriam:icd:S24","ICD-10","http://identifiers.org/icd/S24.5"
"urn:miriam:icd:S24.6","S24.6","Injury of unspecified nerve of thorax","urn:miriam:icd:S24","ICD-10","http://identifiers.org/icd/S24.6"
"urn:miriam:icd:S25","S25","Injury of blood vessels of thorax","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S25"
"urn:miriam:icd:S25.0","S25.0","Injury of thoracic aorta","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.0"
"urn:miriam:icd:S25.1","S25.1","Injury of innominate or subclavian artery","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.1"
"urn:miriam:icd:S25.2","S25.2","Injury of superior vena cava","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.2"
"urn:miriam:icd:S25.3","S25.3","Injury of innominate or subclavian vein","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.3"
"urn:miriam:icd:S25.4","S25.4","Injury of pulmonary blood vessels","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.4"
"urn:miriam:icd:S25.5","S25.5","Injury of intercostal blood vessels","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.5"
"urn:miriam:icd:S25.7","S25.7","Injury of multiple blood vessels of thorax","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.7"
"urn:miriam:icd:S25.8","S25.8","Injury of other blood vessels of thorax","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.8"
"urn:miriam:icd:S25.9","S25.9","Injury of unspecified blood vessel of thorax","urn:miriam:icd:S25","ICD-10","http://identifiers.org/icd/S25.9"
"urn:miriam:icd:S26","S26","Injury of heart","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S26"
"urn:miriam:icd:S26.0","S26.0","Injury of heart with haemopericardium","urn:miriam:icd:S26","ICD-10","http://identifiers.org/icd/S26.0"
"urn:miriam:icd:S26.8","S26.8","Other injuries of heart","urn:miriam:icd:S26","ICD-10","http://identifiers.org/icd/S26.8"
"urn:miriam:icd:S26.9","S26.9","Injury of heart, unspecified","urn:miriam:icd:S26","ICD-10","http://identifiers.org/icd/S26.9"
"urn:miriam:icd:S27","S27","Injury of other and unspecified intrathoracic organs","urn:miriam:icd:S20-S29","ICD-10","http://identifiers.org/icd/S27"
"urn:miriam:icd:S27.0","S27.0","Traumatic pneumothorax","urn:miriam:icd:S27","ICD-10","http://identifiers.org/icd/S27.0"
"urn:miriam:icd:S27.1","S27.1","Traumatic haemothorax","urn:miriam:icd:S27","ICD-10","http://identifiers.org/icd/S27.1"
"urn:miriam:icd:S27.2","S27.2","Traumatic haemopneumothorax","urn:miriam:icd:S27","ICD-10","http://identifiers.org/icd/S27.2"
