release.version,table,name,collectionEvent.resource,collectionEvent.name,label,format,unit,references.table,references.name,mandatory,description,order,exampleValues,keywords,vocabularies,release.resource
1.0.0,core,tmin_preg,,,average of minimum temperature during pregnancy,continuous,,,,,,,,minimum_temperature,,LifeCycle
1.0.0,core,tm_preg,,,average of mean temperature during pregnancy,continuous,,,,,,,,mean_temperature,,LifeCycle
1.0.0,core,totcarb_pgn,,,Total carbohydrate intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totcarb_psc,,,Total carbohydrate intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totcarb_sch,,,Total carbohydrate intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totfat_pgn,,,Total Fat intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totfat_psc,,,Total Fat intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totfat_sch,,,Total Fat intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totprot_pgn,,,Total Protein intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totprot_psc,,,Total Protein intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,totprot_sch,,,Total Protein intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,trafload100,,,total traffic load of all roads within a buffer of 100 m at birth,continuous,,,,,,,,traffic_load_all_roads,,LifeCycle
1.0.0,core,trafload100_preg,,,total traffic load of all roads within a buffer of 100 m at pregnancy,continuous,,,,,,,,traffic_load_all_roads,,LifeCycle
1.0.0,core,trafmajorload100,,,total traffic load of major roads within a buffer of 100 m at birth,continuous,,,,,,,,traffic_load_major_roads,,LifeCycle
1.0.0,core,trafmajorload100_preg,,,total traffic load of major roads within a buffer of 100 m at pregnancy,continuous,,,,,,,,traffic_load_major_roads,,LifeCycle
1.0.0,core,trafnear,,,traffic density on nearest road at birth,continuous,,,,,,,,traffic_density,,LifeCycle
1.0.0,core,trafnear_preg,,,traffic density on nearest road at pregnancy,continuous,,,,,,,,traffic_density,,LifeCycle
1.0.0,core,trans,,,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m at birth",continuous,,,,,,,,main_land_use_transports,,LifeCycle
1.0.0,core,transfat_pgn,,,Trans Fats intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,transfat_psc,,,Trans Fats intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,transfat_sch,,,Trans Fats intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,trans_preg,,,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m at pregnancy",continuous,,,,,,,,main_land_use_port,,LifeCycle
1.0.0,core,tricepsf,,,Child's tricep skinfold (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,tricepsfage,,,Age at tricep skinfold measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,tricepsfmes,,,Measured vs. reported child tricep skinfold (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,triglycerides,,,Child's triglycerides (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,triglyceridesage,,,Age at triglycerides measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,triglycerides_cord,,,Triglycerides measured in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,triglyceridesmes,,,Nonfasting or fasting when triglycerides measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,tveat_psc,,,Eating with the TV on (2-4 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,tveat_sch,,,Eating with the TV on (5-8 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,tv_psc,,,"Child’s tv watching duration in h /day, at preschool age",continuous,,,,,,,,Preschool screen times,,LifeCycle
1.0.0,core,urb_area_id,,,unique identifier for the urban area,categorical,,,,,,,,Urban area id,,LifeCycle
1.0.0,core,urbgr,,,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m at birth",continuous,,,,,,,,main_land_use_green_urban,,LifeCycle
1.0.0,core,urbgr_preg,,,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m at pregnancy",continuous,,,,,,,,main_land_use_transports,,LifeCycle
1.0.0,core,URTI,,,"Upper respiratory tract infections (ear infection, throat infections, laryngitis, croup, whooping cough or equivalent) within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Upper respiratory tract infections,,LifeCycle
1.0.0,core,urticaria,,,Ever diagnosis of urticaria,boolean,,,,,,,,Urticaria,,LifeCycle
1.0.0,core,uvddc,,,average of DNA-damage UV dose during first year (>0 year and <=1 year),continuous,,,,,,,,DNA_damage_UV_dose,,LifeCycle
1.0.0,core,uvddc_preg,,,average of DNA-damage UV dose during pregnancy,continuous,,,,,,,,DNA_damage_UV_dose,,LifeCycle
1.0.0,core,uvdec,,,average of erythemal UV dose during first year (>0 year and <=1 year),continuous,,,,,,,,erythemal_UV_dose,,LifeCycle
1.0.0,core,uvdec_preg,,,average of erythemal UV dose during pregnancy,continuous,,,,,,,,erythemal_UV_dose,,LifeCycle
1.0.0,core,uvdvc,,,average of vitamin-d UV dose during first year (>0 year and <=1 year),continuous,,,,,,,,vitamin_d_UV_dose,,LifeCycle
1.0.0,core,uvdvc_preg,,,average of vitamin-d UV dose during pregnancy,continuous,,,,,,,,vitamin_d_UV_dose,,LifeCycle
1.0.0,core,veg_pgn,,,Vegetables without potatoes  during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,veg_psc,,,Vegetables without potatoes in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,veg_sch,,,Vegetables without potatoes in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,vldlc,,,Child's vLDLc (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,vldlcage,,,Age at vLDLc measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,vldlc_cord,,,vLDLc measured in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,vldlcmes,,,Nonfasting or fasting when vLDLc measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,vldres,,,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m at birth,continuous,,,,,,,,main_land_use_low_density,,LifeCycle
1.0.0,core,vldres_preg,,,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m at pregnancy,continuous,,,,,,,,main_land_use_green_urban,,LifeCycle
1.0.0,core,waistcirc,,,Child's waist circumference (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,waistcircage,,,Age at waist circumference measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,waistcircmes,,,Measured vs. reported child waist circumference (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,walkability_mean,,,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m at birth",continuous,,,,,,,,walkability,,LifeCycle
1.0.0,core,walkability_mean_preg,,,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m at pregnancy",continuous,,,,,,,,walkability,,LifeCycle
1.0.0,core,water,,,percentage of water land use within a buffer of 300 m at birth,continuous,,,,,,,,main_land_use_water,,LifeCycle
1.0.0,core,water_preg,,,percentage of water land use within a buffer of 300 m at pregnancy,continuous,,,,,,,,main_land_use_water,,LifeCycle
1.0.0,core,weight,,,Child's weight (0 and <1 month,continuous,,,,,,,,Child's weight,,LifeCycle
1.0.0,core,weight_f1_fath,,,"Father type, weight_f1_fath",categorical,,,,,,,,Paternal weight,,LifeCycle
1.0.0,core,weightmes,,,Method used to measure child's weight (0 and <1 month),categorical,,,,,,,,,,LifeCycle
1.0.0,core,weight_mes,,,Paternal weight measurement,categorical,,,,,,,,Paternal weight,,LifeCycle
1.0.0,core,weight_who_ga,,,WHO size for gestational age,categorical,,,,,,,,Size for gestational age,,LifeCycle
1.0.0,core,whe,,,wheezing within one year of birth (child aged between >-1 year and <1 year),boolean,,,,,,,,Wheezing,,LifeCycle
1.0.0,core,whe_ever,,,Wheezing between ages 0-4 years,boolean,,,,,,,,Wheezing,,LifeCycle
1.0.0,core,whe_ever5,,,Wheezing between ages 5-10 years,boolean,,,,,,,,Wheezing,,LifeCycle
1.0.0,core,whgrains_pgn,,,Whole grain cereals during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,whgrains_psc,,,Whole grain cereals in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,whgrains_sch,,,Whole grain cereals inschool-age children,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,wm_age,,,exact age of the child (in years) when working memory were recorded for wm_raw_0,continuous,,,,,,,,Working memory,,LifeCycle
1.0.0,core,wm_avg,,,average of available items comprising the total raw score of  wm_raw_0,continuous,,,,,,,,Working memory,,LifeCycle
1.0.0,core,wm_eval,,,who the test for measuring working memory was administered/answered by for wm_raw_0,categorical,,,,,,,,Working memory,,LifeCycle
1.0.0,core,wm_instr,,,Cohort-specific instrument used to measure the working memory for wm_raw_0,categorical,,,,,,,,Working memory,,LifeCycle
1.0.0,core,wm_pc,,,"working memory, percentiles of wm_pro_0",continuous,,,,,,,,Working memory,,LifeCycle
1.0.0,core,wm_pro,,,total working memory score after prorating wm_raw_0,continuous,,,,,,,,Working memory,,LifeCycle
1.0.0,core,wm_raw,,,"working memory, total raw score assessed within one year of childbirth (>0 year and <1 year)",continuous,,,,,,,,Working memory,,LifeCycle
1.0.0,core,wm_std,,,"working memory, standardized score of wm_pro_0",continuous,,,,,,,,Working memory,,LifeCycle
