name,label,description,mandatory,format,codeList,topic,population,collectionEvent
pets_preg,"Furry pet (dogs, cats, rodents) ownership in child's household during pregnancy.",,false,boolean,,aaaacyy22t2cn6qwh3nxvnaaae,,baseline
plac_abrup,Placental abruption,,false,boolean,,aaaacyy2zljl76qwh3nxvnaaae,,baseline
plac_weight,Placental weight,Weight of placenta at delivery,false,continuous,,aaaaczocldmzj6qwhycgrlaaae,,baseline
plurality,Plurality,Number of foetuses in pregnancy,false,categorical,plurality_options,aaaaczocj4gkb6qwhycgrlaaae,,baseline
pm10,pm10 average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_3,,year
pm10cu,pm10cu value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_15,,year
pm10cu_preg,pm10cu value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_15,,baseline
pm10fe,pm10fe value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_16,,year
pm10fe_preg,pm10fe value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_16,,baseline
pm10k,pm10k value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_17,,year
pm10k_preg,pm10k value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_17,,baseline
pm10ni,pm10ni value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_18,,year
pm10ni_preg,pm10ni value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_18,,baseline
pm10_preg,pm10 average value (extrapolated back in time using ratio method) during pregnancy,"using ESCAPE LUR models except for EDEN NANCY and EDEN POITIERS, that has been used a Local Dispersion Model",false,continuous,,sub_sub_folder_3,,baseline
pm10s,pm10s value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_19,,year
pm10si,pm10si value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_20,,year
pm10si_preg,pm10si value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_20,,baseline
pm10s_preg,pm10s value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_19,,baseline
pm10v,pm10v value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_21,,year
pm10v_preg,pm10v value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_21,,baseline
pm10zn,pm10zn value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_22,,year
pm10zn_preg,pm10zn value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_22,,baseline
pm25,pm25 average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_4,,year
pm25abs,pm25abs average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_6,,year
pm25abs_preg,pm25abs average value (extrapolated back in time using ratio method) during pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_6,,baseline
pm25cu,pm25cu value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_7,,year
pm25cu_preg,pm25cu value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_7,,baseline
pm25fe,pm25fe value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_8,,year
pm25fe_preg,pm25fe value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_8,,baseline
pm25k,pm25k value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_9,,year
pm25k_preg,pm25k value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_9,,baseline
pm25ni,pm25ni value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_10,,year
pm25ni_preg,pm25ni value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_10,,baseline
pm25_preg,pm25 average value (extrapolated back in time using ratio method) during pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_4,,baseline
pm25s,pm25s value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_11,,year
pm25si,pm25si value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_12,,year
pm25si_preg,pm25si value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_12,,baseline
pm25s_preg,pm25s value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_11,,baseline
pm25v,pm25v value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_13,,year
pm25v_preg,pm25v value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_13,,baseline
pm25zn,pm25zn value (extrapolated back in time using ratio method) at birth,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_14,,year
pm25zn_preg,pm25zn value (extrapolated back in time using ratio method) at pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_14,,baseline
pmcoarse,pmcoarse average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),"using ESCAPE LUR models except for ALSPAC, DNBC, EDEN NANCY, EDEN POITIERS, INMA GUIPUZCOA, INMA VALENCIA, NINFEA FIRENZE, PICCOLIPIÙ FIRENZE, that has been used ELAPSE models",false,continuous,,sub_sub_folder_5,,year
pmcoarse_preg,pmcoarse average value (extrapolated back in time using ratio method) during pregnancy,"using ESCAPE LUR models except for ALSPAC, DNBC, EDEN NANCY, EDEN POITIERS, INMA GUIPUZCOA, INMA VALENCIA, NINFEA FIRENZE, PICCOLIPIÙ FIRENZE, that has been used ELAPSE models",false,continuous,,sub_sub_folder_5,,baseline
popdens,population density at birth,using Global Human Settlement Layer (GHSL) except for MOBA (local layer),false,continuous,,sub_sub_folder_23,,year
popdens_preg,population density at pregnancy,using Global Human Settlement Layer (GHSL) except for MOBA (local layer),false,continuous,,sub_sub_folder_23,,baseline
port,percentage of port (port areas) land use within a buffer of 300 m at birth,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_45,,year
port_preg,percentage of port (port areas) land use within a buffer of 300 m at pregnancy,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_44,,baseline
potat_pgn,Potatoes during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
potat_psc,Potatoes in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
potat_sch,Potatoes in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
ppd,Postpartum depression,"Complete harmonisation: ppd is identified using a defined scale (for e.g. the Edinburgh postnatal depression scale) or is clinically diagnosed. 
Partial harmonisation: reported depression or psychiatric disorder around the time of birth",false,boolean,,matchar_healthchar_matpsychdis_dep,,baseline
preeclam,Preeclampsia/HELLP syndrome,"Preeclampsia or HELLP syndrome during pregnancy

Preeclampsia is defined as :
i) elevated blood pressure after 20 weeks of gestation (≥ 140 mm Hg systolic or ≥ 90 mm Hg diastolic) 
ii) proteinuria (> 0.3 g/24 hours). 
HELLP syndrome (haemolysis, elevated liver enzymes, and low platelets) is a manifestation or complication of preeclampsia",false,boolean,,aaaacyy2yvbll6qwh3nxvnaaae,,baseline
preg_alc,Maternal alcohol intake in pregnancy (any),,false,boolean,,aaaacyy2zc3hp6qwh3nxvnaaae,,baseline
preg_alc_unit,Maternal alcohol intake in pregnancy (units),"Units of alcohol mother drank on average per week during pregnancy

For converting from days to weeks apply the following rule: one drink per day corresponds to 7–13 drinks weekly, two drinks per day to 14–20 drinks weekly, etc. 

Non-drinkers categorised under 0 - not drinking alcohol",false,categorical,preg_alc_unit_options,aaaacyy2zc3hp6qwh3nxvnaaae,,baseline
preg_an,Maternal anorexia nervosa active during the index pregnancy,"Maternal anorexia nervosa (AN) should be active during the index pregnancy and should include registry-based diagnoses or maternally-reported doctor-diagnosed AN active during the index pregnancy. If both sources of information are available, consider registry-based AN. If multiple assessments during pregnancy were performed, consider the earliest one.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pregnancy period;
- Maternal report of AN active during pregnancy with no specification on whether it is doctor-diagnosed or not.
Please specify how this variable was created, and whether AN was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_an,,baseline
preg_bn,Maternal bulimia nervosa active during the index pregnancy,"Maternal bulimia nervosa (BN) should be active during the index pregnancy and should include registry-based diagnoses or maternally-reported doctor-diagnosed BN active during the index pregnancy. If both sources of information are available, consider registry-based BN. If multiple assessments during pregnancy were performed, consider the earliest one.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pregnancy period;
- Maternal report of BN active during pregnancy with no specification on whether it is doctor-diagnosed or not.
Please specify how this variable was created, and whether BN was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_bn,,baseline
preg_cig,Maternal smoking in pregnancy (cigarettes),"Average number of cigarettes smoked per day in pregnancy

Cigars, pipes, cheroots should be converted into number of cigarettes (1:3). 1 cigar, pipe, cheroot etc. is equivalent to 3 cigarettes.


Non-smokers categorised under 0 - none",false,categorical,preg_cig_options,5,,baseline
preg_dia,Gestational diabetes,"Gestational diabetes during index pregnancy: glucose intolerance with onset or first recognition during pregnancy continuing beyond 24–28 weeks of gestation.

The variable is fully harmonised if data cover the whole pregnancy.",false,boolean,,aaaacyy2yrfh76qwh3nxvnaaae,,baseline
preg_ed,Maternal any eating disorder active during the index pregnancy,"A disorder should be active during the index pregnancy and should include registry-based diagnoses or maternally-reported doctor-diagnosed disorders active during the index pregnancy. If both sources of information are available, consider registry-based disorders. If multiple assessments during pregnancy were performed, consider the earliest one.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pregnancy period;
- Maternal report of eating disorders active during pregnancy with no specification on whether it is doctor-diagnosed or not.
- If “any eating disorder” is not available, but only for example, anorexia nervosa and bulimia nervosa, these can be included as “any” eating disorder, and labelled as “partial harmonization”.
Please specify how this variable was created, and whether the disorder was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_ed,,baseline
"preg_ed
",Maternal any eating disorder active during the index pregnancy,"A disorder should be active during the index pregnancy and should include registry-based diagnoses or maternally-reported doctor-diagnosed disorders active during the index pregnancy. If both sources of information are available, consider registry-based disorders. If multiple assessments during pregnancy were performed, consider the earliest one.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pregnancy period,
- Maternal report of eating disorders active during pregnancy with no specification on whether it is doctor-diagnosed or not.
- If �any eating disorder� is not available, but only for example, anorexia nervosa and bulimia nervosa, these can be included as �any� eating disorder, and labelled as �partial harmonization�.
Please specify how this variable was created, and whether the disorder was assessed through medical records or self-reported.",false,boolean,,,,baseline
preg_fever,Fever in pregnancy,"Any fever during pregnancy.

The variable is fully harmonised if data cover the whole pregnancy.",false,boolean,,aaaacyy2yuawl6qwh3nxvnaaae,,baseline
preg_gain,Gestational weight gain,"Maternal weight gain from conception to delivery. Use measured weight if available
Negative values for weight loss: positive values for weight gain. 0 for no change. 
Where gestational weight gain is calculated: take the measures perceived to be the best measurements.",false,continuous,,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
preg_gain_mes,Gestational weight gain measurement,Reported vs. measured gestational weight gain,false,categorical,preg_gain_mes_options,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
preg_ht,Gestational hypertension,"Gestational hypertension (hypertension during pregnancy) is the new onset of hypertension after 20 weeks of gestation. The diagnosis requires that the patient have:
i) Elevated blood pressure (systolic ≥ 140 or diastolic ≥ 90 mm Hg, the latter measured using the fifth Korotkoff sound)
ii) Previously normal blood pressures
iii) No protein in the urine
iv) No manifestations of preeclampsia
Gestational hypertension is diagnosed retrospectively when the patient does not develop preeclampsia and if blood pressure returns to normal by the 12-week postpartum visit

Note: mothers coded as having gestational hypertension (preg_ht=1) should not be coded as also having preeclampsia/HELLP syndrome (preeclam≠1).

The variable is fully harmonised if data cover from 20 weeks until the end of pregnancy.",false,boolean,,aaaacyy2yvbll6qwh3nxvnaaae,,baseline
preg_no,Pregnancy number,"Within-mother pregnancy number for each pregnancy included in the cohort.

Increases with each subsequent pregnancy included in the cohort (i.e. '1' is allocated to the first pregnancy included, '2' is allocated to the second pregnancy included, etc.). For cohorts with only one pregnancy per a mother, this number will always be '1'.",false,integer,,aaaacyy2wvn4r6qwh3nxvnaaae,,baseline
preg_plan,Planned pregnancy,"Whether the pregnancy was planned or not planned.

Partly planned includes cases where the mother has stopped using contraceptives in order to become pregnant",false,boolean,,aaaacyy2zg42p6qwh3nxvnaaae,,baseline
preg_psych,Maternal psychiatric disorders during pregnancy,"Any type of maternal psychiatric disorder during pregnancy (reported or diagnosed)

If there are no details of any psychiatric disorder but there are details of, for example, depression and anxiety, these can be included as ""any"" psychiatric disorder; this will then be only partial harmonisation.",false,boolean,,matchar_healthchar_matpsychdis_any,,baseline
preg_smk,Maternal smoking in pregnancy (any),Any maternal smoking during pregnancy,false,boolean,,5,,baseline
preg_thyroid,Thyroid disorders during pregnancy,"Hyper or hypo thyroid disorder during pregnancy

The variable is fully harmonised if data cover the whole pregnancy",false,boolean,,aaaacyy2ysu5l6qwh3nxvnaaae,,baseline
prepreg_alc,Maternal pre-pregnancy alcohol intake (any),Did the mother drink alcohol before pregnancy (ever)?,false,boolean,,aaaacyy2zc3hp6qwh3nxvnaaae,,baseline
prepreg_alc_unit,Maternal pre-pregnancy alcohol intake (units),"Units of alcohol mother drank on average per week before pregnancy

Alcohol consumption before pregnancy includes ≥ 14 units per week. During pregnancy this category is not included. 

See Strandberg-Larsen et al 2017 Eur J Epidemiol (https://doi.org/10.1007/s10654-017-0323-2) for conversion from days to weeks.

Non-drinkers categorised as 0 - never drinking alcohol",false,categorical,prepreg_alc_unit_options,aaaacyy2zc3hp6qwh3nxvnaaae,,baseline
prepreg_an,Maternal history of anorexia nervosa,"Ideally AN should be present/ diagnosed before the index pregnancy, independently of whether it is active or not during the index pregnancy, and should include registry-based diagnoses or maternally-reported doctor-diagnosed AN. If both sources of information are available, consider registry-based AN.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pre-pregnancy period; 
- Maternal report of the history of AN with no specification on whether it is doctor-diagnosed or not;
- Maternal report of the history of AN if no data on the period of the onset is available.
Please specify how this variable was created, and whether AN was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_an,,baseline
prepreg_anx,Maternal history of anxiety disorders,"Anxiety disorder should be present/ diagnosed before the index pregnancy, independently of whether it is active or not during the index pregnancy, and should include registry-based diagnoses or maternally-reported doctor-diagnosed disorders. If both sources of information are available, consider registry-based disorders.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pre-pregnancy period; 
- Maternal report of the history of anxiety disorders with no specification on whether it is doctor-diagnosed or not;
- Maternal report of the history of anxiety disorders if no data on the exact period of the onset is available.
Please specify how this variable was created, and whether the disorder was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_anx,,baseline
prepreg_bn,Maternal history of bulimia nervosa,"Ideally BN should be present/ diagnosed before the index pregnancy, independently of whether it is active or not during the index pregnancy, and should include registry-based diagnoses or maternally-reported doctor-diagnosed BN. If both sources of information are available, consider registry-based BN.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pre-pregnancy period; 
- Maternal report of the history of BN with no specification on whether it is doctor-diagnosed or not;
- Maternal report of the history of BN if no data on the period of the onset is available.
Please specify how this variable was created, and whether BN was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_bn,,baseline
prepreg_cig,Maternal smoking before pregnancy (cigarettes),"Cigarettes per a day before pregnancy (any time pre-partum)

Cigars, pipes, cheroots should be converted into number of cigarettes (1:3). 1 cigar, pipe, cheroots etc.. is equivalent to 3 cigarettes. (OECD and The Danish Cancer Society).

Non-smokers categorised as 0 - none",false,categorical,prepreg_cig_options,5,,baseline
prepreg_dep,Maternal history of depressive disorders,"Depressive disorder should be present/ diagnosed before the index pregnancy, independently of whether it is active or not during the index pregnancy, and should include registry-based diagnoses or maternally-reported doctor-diagnosed disorders. If both sources of information are available, consider registry-based disorders.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pre-pregnancy period; 
- Maternal report of the history of depressive disorders with no specification on whether it is doctor-diagnosed or not;
- Maternal report of the history of depressive disorders if no data on the exact period of the onset is available.
Please specify how this variable was created, and whether the disorder was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_dep,,baseline
prepreg_dia,History of diabetes,Diagnosis of mother with diabetes before index pregnancy,false,categorical,prepreg_dia_options,aaaacyy2yrfh76qwh3nxvnaaae,,baseline
prepreg_ed,Maternal history of any eating disorder,"Ideally a disorder should be present/ diagnosed before the index pregnancy, independently of whether it is active or not during the index pregnancy, and should include registry-based diagnoses or maternally-reported doctor-diagnosed disorders. If both sources of information are available, consider registry-based disorders.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pre-pregnancy period; 
- Maternal report of the history of eating disorders with no specification on whether it is doctor-diagnosed or not;
- Maternal report of the history of eating disorders if no data on the period of the onset is available.
- If “any eating disorder” is not available, but only for example, anorexia nervosa and bulimia nervosa, these can be included as “any” eating disorder, and labelled as “partial harmonization”.
Please specify how this variable was created, and whether the disorder was assessed through medical records or self-reported.",false,boolean,,matchar_healthchar_matpsychdis_ed,,baseline
"prepreg_ed
",Maternal history of any eating disorder,"Ideally a disorder should be present/ diagnosed before the index pregnancy, independently of whether it is active or not during the index pregnancy, and should include registry-based diagnoses or maternally-reported doctor-diagnosed disorders. If both sources of information are available, consider registry-based disorders.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pre-pregnancy period, 
- Maternal report of the history of eating disorders with no specification on whether it is doctor-diagnosed or not,
- Maternal report of the history of eating disorders if no data on the period of the onset is available.
- If �any eating disorder� is not available, but only for example, anorexia nervosa and bulimia nervosa, these can be included as �any� eating disorder, and labelled as �partial harmonization�.
Please specify how this variable was created, and whether the disorder was assessed through medical records or self-reported.",false,boolean,,,,baseline
prepreg_psych,Maternal pre-pregnancy psychiatric disorders,"Maternal history of any psychiatric disorder before pregnancy (self-reported or diagnosed)

If there are no details of any psychiatric disorder but there are details of, for example, depression and anxiety, these can be included as ""any"" psychiatric disorder; this will then be only partial harmonisation.",false,boolean,,matchar_healthchar_matpsychdis_any,,baseline
prepreg_smk,Maternal pre-pregnancy smoking (any),Maternal smoking any time before pregnancy,false,boolean,,5,,baseline
prepreg_weight,Pre-pregnancy weight,"Use measured weight if available

If pre-pregnancy weight is not available, use early pregnancy weight  closest to conception, limited to 1st trimester (<12 weeks). If early pregnancy weight is used, the variable is partially harmonised. If an early pregnancy weight is used in place of pre-pregnancy weight, gestational age at time of measurement should be provided in variable ""prepreg_weight_ga"".",false,continuous,,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
prepreg_weight_ga,GA of mother when pre-pregnancy weight measured,"Gestational age of mother when early pregnancy weight measured if early pregnancy weight is used as a surrogate for pre-pregnancy weight

Missing if prepreg_weight is pre-pregnancy weight (as opposed to early pregnancy weight)",false,integer,,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
prepreg_weight_mes,Pre-pregnancy weight measurement,Reported vs. measured pre-pregnancy weight,false,boolean,,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
procmeat_pgn,Processed meat during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
procmeat_psc,Processed meat in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
procmeat_sch,Processed meat in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
psych_bf,Paternal history of psychiatric disorder,"Paternal history (biological father) of any type of psychiatric disorders  before birth of the child (reported or diagnosed).

If there are no details of any psychiatric disorder but there are details of, for example, depression and anxiety, these can be included as ""any"" psychiatric disorder; this will then be only partial harmonisation
State in the description of harmonisation whether the type of father was specified at time of data collection (i.e. whether these data definitely relate to the biological and not the social father)",false,boolean,,aaaacyy22gh4d6qwh3nxvnaaae,,baseline
pufas_pgn,Polyunsaturated fats intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
pufas_psc,Polyunsaturated fats intakein preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
pufas_sch,Polyunsaturated fats intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
pulse,Child's pulse rate (0 and <1 month),,false,continuous,,,,month
pulseage,Age at pulse rate measurement (0 and <1 month),,false,continuous,,,,month
pulsemessit,Standing or sitting when pulse rate measured (0 and <1 month),,false,boolean,,,,month
pulses_pgn,"Legumes, nuts and their products  during pregnancy",Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
pulses_psc,"Legumes, nuts and their products in  preschool age (2-4 years)",,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
pulses_sch,"Legumes, nuts and their products in school-age children (5-8 years)",,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
rash,Itchy rash within one year of birth (child aged between >-1 year and <1 year),"Where data are available, itchy rash should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_skin_itchyrash,,year
rash_loc,Location of itchy rash typical for eczema within one year of birth (child aged between >-1 year and <1 year),"Where data are available, itchy rash and location should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized. Locations typical for itchy rash are folds of the elbow, behind the knees, in front of the ankles, under the buttocks, or around the neck, ears of eyes (ISAAC).",false,boolean,,child_healthchar_skin_itchyrash,,year
recruit_age,Recruitment age,"Age of the child at time of enrolment. In days. Negative if prepartum, positive if postpartum",false,integer,,aaaacyy2wycnf6qwh3nxvnaaae,,baseline
redmeat_pgn,Red meat  during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
redmeat_psc,Red meat  during in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
redmeat_sch,Red meat  during in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
region_fa,Father’s world region of birth,,false,categorical,region_fa_options,aaaaczochh3bp6qwhycgrlaaae,,baseline
region_mo,Mother’s world region of birth,,false,categorical,region_mo_options,aaaaczocdikup6qwhycgrlaaae,,baseline
reledu_fa,Father’s educational selectivity,Percentile position in the country of birth’s educational attainment distribution of men born in the same year (form 0 – least negatively selected to 100 – most positively selected),false,integer,,aaaacyy2zzopf6qwh3nxvnaaae,,baseline
reledu_mo,Mother’s educational selectivity,Percentile position in the country of birth’s educational attainment distribution of women born in the same year (form 0 – least negatively selected to 100 – most positively selected),false,integer,,aaaaczocdgl636qwhycgrlaaae,,baseline
repro,Reproducibility of the spirometry within one year of birth (child aged between >-1 year and <1 year),"Reproducibility should preferably be according to ERS/ATS criteria. If not, the variable is partially harmonized.",false,boolean,,child_healthchar_resp_lungfunc_spirometry_rep,,year
satfat_pgn,Saturated Fats intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
satfat_psc,Saturated Fats intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
satfat_sch,Saturated Fats in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
sav_pgn,Savory biscuits and crisps during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
sav_psc,Savory biscuits and crisps in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
sav_sch,Savory biscuits and crisps in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
sbp,Child's systolic blood pressure - 1st measurement (0 and <1 month),,false,continuous,,,,month
sbpav,Child's systolic blood pressure - average (0 and <1 month),,false,continuous,,,,month
screenage_psc,Exact age at screen time (tv_psc and screenoth_psc) data collection in years,"When available, we took the questionnaire return date.",false,continuous,,aaaac3wu57zcf6qwhza7xqiaae,,baseline
screenoth_psc,"Child’s screen watching (minus tv) duration in h /day, at preschool age","As the number of screen existing at questionnaire time is highly dependant on the year of the cohort launch, we chose to sum any other screen for which we had the info in the cohort (computer, tablet, phone, etc.)",false,continuous,,aaaac3wu57zcf6qwhza7xqiaae,,baseline
sex,Sex of the child,,false,boolean,,aaaaczock4lxx6qwhycgrlaaae,,baseline
sibling_pos,Sibling position,"Previous live births from the mother regardless of whether they are living in the index child's household or not. Includes the index child (i.e. if index child is first born, then sibling_pos= 1)",false,categorical,sibling_pos_options,aaaaczoclim5r6qwhycgrlaaae,,baseline
sittinght,Child's sitting height (0 and <1 month),,false,continuous,,,,month
sittinghtage,Age at sitting height measurement (0 and <1 month),,false,continuous,,,,month
sittinghtmes,Measured vs. reported child sitting height (0 and <1 month),,false,boolean,,,,month
skipbreakf_psc,Skipping Breakfast (2-4 years),,false,continuous,,aaaac4cyehvsh6qwhza7xqiaae,,baseline
skipbreakf_sch,Skipping Breakfast (5-8 years),,false,continuous,,aaaac4cyewju56qwhza7xqiaae,,baseline
sleeptage_psc,Exact age at total sleep (sleept_psc) data collection in years,"When available, we took the questionnaire return date.",false,continuous,,aaaac3wu5zbjn6qwhza7xqiaae,,baseline
sleept_psc,"Child’s total sleep duration in h /day, at preschool age",Obtained by accounting for daytime (nap) and night time sleep,false,continuous,,aaaac3wu5zbjn6qwhza7xqiaae,,baseline
